,seed,recommender,annotated,skipped,budget
577,0,TS,357.0,298,1100
578,0,TS,357.0,298,1100
579,0,TS,357.0,298,1100
580,0,TS,357.0,298,1100
581,0,TS,357.0,298,1100
582,0,TS,357.0,298,1100
583,0,TS,357.0,298,1100
584,0,TS,357.0,298,1100
585,0,TS,357.0,298,1100
586,0,TS,357.0,298,1100
587,0,TS,357.0,298,1100
588,0,TS,357.0,298,1100
589,0,TS,357.0,298,1100
590,0,TS,357.0,498,1300
591,0,TS,357.0,498,1300
592,0,TS,357.0,498,1300
593,0,TS,357.0,498,1300
594,0,TS,357.0,498,1300
595,0,TS,357.0,498,1300
596,0,TS,357.0,498,1300
597,0,TS,357.0,498,1300
598,0,TS,357.0,498,1300
599,0,TS,357.0,498,1300
600,0,TS,357.0,498,1300
601,0,TS,357.0,498,1300
602,0,TS,357.0,498,1300
603,0,TS,357.0,498,1300
604,0,TS,357.0,498,1300
605,0,TS,357.0,498,1300
606,0,TS,357.0,498,1300
607,0,TS,357.0,498,1300
608,0,TS,357.0,498,1300
609,0,TS,357.0,498,1300
610,0,TS,357.0,498,1300
611,0,TS,357.0,498,1300
612,0,TS,357.0,498,1300
613,0,TS,357.0,498,1300
614,0,TS,357.0,498,1300
615,0,TS,357.0,498,1300
616,0,TS,357.0,498,1300
617,0,TS,357.0,498,1300
618,0,TS,357.0,498,1300
619,0,TS,357.0,498,1300
620,0,TS,357.0,498,1300
621,0,TS,357.0,498,1300
622,0,TS,357.0,498,1300
623,0,TS,357.0,698,1500
624,0,TS,357.0,698,1500
625,0,TS,357.0,698,1500
626,0,TS,357.0,698,1500
627,0,TS,357.0,698,1500
628,0,TS,357.0,698,1500
629,0,TS,357.0,698,1500
630,0,TS,357.0,698,1500
631,0,TS,357.0,698,1500
632,0,TS,357.0,698,1500
633,0,TS,357.0,698,1500
634,0,TS,357.0,698,1500
635,0,TS,357.0,698,1500
636,0,TS,357.0,698,1500
637,0,TS,357.0,698,1500
638,0,TS,357.0,698,1500
639,0,TS,357.0,698,1500
640,0,TS,357.0,698,1500
641,0,TS,357.0,698,1500
642,0,TS,357.0,898,1700
643,0,TS,357.0,898,1700
644,0,TS,357.0,898,1700
645,0,TS,357.0,898,1700
646,0,TS,357.0,898,1700
647,0,TS,357.0,898,1700
648,0,TS,357.0,898,1700
649,0,TS,357.0,898,1700
650,0,TS,357.0,898,1700
651,0,TS,357.0,898,1700
652,0,TS,357.0,898,1700
653,0,TS,357.0,898,1700
654,0,TS,357.0,898,1700
655,0,TS,357.0,898,1700
656,0,TS,357.0,898,1700
657,0,TS,357.0,898,1700
658,0,TS,357.0,898,1700
659,0,TS,357.0,898,1700
660,0,TS,357.0,1098,1900
661,0,LinTS,10.0,3,100
662,0,LinTS,74.0,9,300
663,0,LinTS,164.0,11,500
664,0,LinTS,164.0,11,500
665,0,LinTS,260.0,15,700
666,0,LinTS,260.0,15,700
667,0,LinTS,356.0,37,900
668,0,LinTS,356.0,37,900
669,0,LinTS,356.0,37,900
670,0,LinTS,443.0,99,1100
671,0,LinTS,443.0,99,1100
672,0,LinTS,443.0,99,1100
673,0,LinTS,443.0,99,1100
674,0,LinTS,443.0,99,1100
675,0,LinTS,476.0,243,1300
676,0,LinTS,476.0,243,1300
677,0,LinTS,476.0,243,1300
678,0,LinTS,476.0,243,1300
679,0,LinTS,476.0,243,1300
680,0,LinTS,476.0,243,1300
681,0,LinTS,476.0,243,1300
682,0,LinTS,476.0,243,1300
683,0,LinTS,476.0,243,1300
684,0,LinTS,476.0,243,1300
685,0,LinTS,476.0,243,1300
686,0,LinTS,476.0,243,1300
687,0,LinTS,476.0,243,1300
688,0,LinTS,476.0,243,1300
689,0,LinTS,476.0,243,1300
690,0,LinTS,476.0,243,1300
691,0,LinTS,476.0,243,1300
692,0,LinTS,476.0,243,1300
693,0,LinTS,476.0,243,1300
694,0,LinTS,476.0,243,1300
695,0,LinTS,476.0,243,1300
696,0,LinTS,476.0,243,1300
697,0,LinTS,476.0,243,1300
698,0,LinTS,476.0,243,1300
699,0,LinTS,476.0,243,1300
700,0,LinTS,476.0,243,1300
701,0,LinTS,476.0,243,1300
702,0,LinTS,476.0,243,1300
703,0,LinTS,476.0,243,1300
704,0,LinTS,476.0,243,1300
705,0,LinTS,476.0,243,1300
706,0,LinTS,476.0,243,1300
707,0,LinTS,476.0,243,1300
708,0,LinTS,476.0,243,1300
709,0,LinTS,476.0,243,1300
710,0,LinTS,476.0,243,1300
711,0,LinTS,476.0,243,1300
712,0,LinTS,476.0,243,1300
713,0,LinTS,476.0,243,1300
714,0,LinTS,476.0,243,1300
715,0,LinTS,476.0,243,1300
716,0,LinTS,476.0,243,1300
717,0,LinTS,476.0,243,1300
718,0,LinTS,476.0,243,1300
719,0,LinTS,476.0,243,1300
720,0,LinTS,476.0,243,1300
721,0,LinTS,476.0,243,1300
722,0,LinTS,476.0,243,1300
723,0,LinTS,476.0,243,1300
724,0,LinTS,476.0,243,1300
725,0,LinTS,476.0,243,1300
726,0,LinTS,476.0,243,1300
727,0,LinTS,476.0,243,1300
728,0,LinTS,476.0,243,1300
729,0,LinTS,476.0,243,1300
730,0,LinTS,487.0,428,1500
731,0,LinTS,487.0,428,1500
732,0,LinTS,487.0,428,1500
733,0,LinTS,487.0,428,1500
734,0,LinTS,487.0,428,1500
735,0,LinTS,487.0,428,1500
736,0,LinTS,487.0,428,1500
737,0,LinTS,487.0,428,1500
738,0,LinTS,491.0,622,1700
739,0,LinTS,491.0,622,1700
740,0,LinTS,491.0,622,1700
741,0,LinTS,491.0,822,1900
742,0,ClustersTS(L=5),17.0,0,100
743,0,ClustersTS(L=5),76.0,3,300
744,0,ClustersTS(L=5),158.0,11,500
745,0,ClustersTS(L=5),158.0,11,500
746,0,ClustersTS(L=5),158.0,11,500
747,0,ClustersTS(L=5),251.0,18,700
748,0,ClustersTS(L=5),341.0,34,900
749,0,ClustersTS(L=5),341.0,34,900
750,0,ClustersTS(L=5),341.0,34,900
751,0,ClustersTS(L=5),341.0,34,900
752,0,ClustersTS(L=5),431.0,64,1100
753,0,ClustersTS(L=5),431.0,64,1100
754,0,ClustersTS(L=5),431.0,64,1100
755,0,ClustersTS(L=5),431.0,64,1100
756,0,ClustersTS(L=5),431.0,64,1100
757,0,ClustersTS(L=5),431.0,64,1100
758,0,ClustersTS(L=5),431.0,64,1100
759,0,ClustersTS(L=5),431.0,64,1100
760,0,ClustersTS(L=5),431.0,64,1100
761,0,ClustersTS(L=5),431.0,64,1100
762,0,ClustersTS(L=5),431.0,64,1100
763,0,ClustersTS(L=5),431.0,64,1100
764,0,ClustersTS(L=5),431.0,64,1100
765,0,ClustersTS(L=5),431.0,64,1100
766,0,ClustersTS(L=5),431.0,64,1100
767,0,ClustersTS(L=5),431.0,64,1100
768,0,ClustersTS(L=5),431.0,64,1100
769,0,ClustersTS(L=5),431.0,64,1100
770,0,ClustersTS(L=5),431.0,64,1100
771,0,ClustersTS(L=5),431.0,64,1100
772,0,ClustersTS(L=5),431.0,64,1100
773,0,ClustersTS(L=5),431.0,64,1100
774,0,ClustersTS(L=5),431.0,64,1100
775,0,ClustersTS(L=5),431.0,64,1100
776,0,ClustersTS(L=5),431.0,64,1100
777,0,ClustersTS(L=5),431.0,64,1100
778,0,ClustersTS(L=5),431.0,64,1100
779,0,ClustersTS(L=5),431.0,64,1100
780,0,ClustersTS(L=5),431.0,64,1100
781,0,ClustersTS(L=5),431.0,64,1100
782,0,ClustersTS(L=5),431.0,64,1100
783,0,ClustersTS(L=5),431.0,64,1100
784,0,ClustersTS(L=5),431.0,64,1100
